,Text,Label
13379,"Buenos días a todos desde #AsambleaMadrid, que tengáis un estupendo martes :-)",positive
13380,"Nada, que salgo del aeropuerto y me voy al programa de Luis del Olmo.",positive
13382,Twitter me propone que siga a Guindos pero esa cuenta es un fake manejado con habilidad. Al suplantador le debería caer una buena multa.,negative
13383,"#forumeuropa @pacodelatorrep "" tenemos a seguir ampliando nuestra oferta cultural y museística #malaga",positive
13384,"Avanza el caso Noos: imputado Jaume Matas y también el apoderado de Aizoon  SL, una de las empresas de los duques http://t.co/AdQmhBfC",positive
13385,"Revista de Prensa (ABC Punto Radio, 10 de enero) http://t.co/cs6wbKIY",positive
13386,"Lo que Rajoy decía de Matas y Camps, 'ejemplos' de buena gestión. (La hemeroteca es letal). http://t.co/WE8LyrZ8",positive
13387,Un descubrimiento dedicado a @mananascuatro que se q le encantara a @mrtfernandez http://t.co/x4stGY0H,negative
13388,Mi abrazo y toda la fuerza para @conchagcampoy,negative
13389,Enhorabuena a todos lo candidatos del goya ,positive
13390,gracias Teresa “@Terehernndez: muchas felicidades!! disfruta de tu dia!!”,positive
13391,Os dejo unas fotos de la toma de posesión Gustavo Alcalde como Delegado del Gobierno en Aragón http://t.co/6euZskcQ,positive
13392,"En quince minutos estaré en el debate de @mananascuatro con @mrtfernandez, @Federicoquevedo, Josemari Calleja y Montse Nebreda.",positive
13393,"gracias Goyi “@Goyi_64: Muchas felicidades, Presidente. Que con salud cumpla muchos más”",positive
13394,"Belén Esteban o el día de la marmota: ""Jesulín de Ubrique no tiene ni idea de su hija Andrea"" http://t.co/1QqpYDMD",positive
13395,@ristomejide gracias amigooooo te veo en un ratin!!!! Abrazacos,positive
13397,"Josemi: sorry “@josemi_fv: Hoy es el día de Unfollow a porque ¡me tiene invadido el Timeline! (Eso sí, felicidades)”",positive
13398,graciasss... Trabajamos x ello “@EDU_AM08: Felicidades!! Presidente aver si con el trabajo de todos mejoramos la situación.”,positive
13399,Valencia y la formula 1: Hacer la prueba:18 mill x 3 años. No hacerla:15 mill x 3 años. Alguien debería pagar x firmar esos contratos!!,negative
13400,Mi enhorabuena a los compañeros de @EFEnoticias por la primera entrevista a @marianorajoy. @AlonsoNgel y @belenanca llevaban años pidiendola,negative
13401,"@Juandecolmenero ¿Y a quien responda ""no"" a esa amable petición, qué, jaja?",negative
13402,"A las 3 en @A3noticias, Rajoy reaparece en una entrevista: justifica la subida del IRPF y dice que no se va a esconder",positive
13403,"No me parece criticable que la primera entrevista a Rajoy sea en EFE, una agencia pública, española, e internacionalmente contrastada.",positive
13405,De la teoria a la realidad. Como funciona una aseguradora médica “@NYTimeskrugman: Who Fires Whom? http://t.co/finDsj8P”,positive
13406,Increíble:  Rajoy dice que no nombró vicepresidente primero porque quería dar la cara sobre la crisis.  Cuándo y dónde ?,positive
13407,Tenemos que combinar reflexión con ACCION . Tenemos que hacerlo con un proyecto que tiene que ser nuevo,positive
13408,"El déficit del 8% es la muestra de la austeridad hipócrita del PP, pero sobre todo del fracaso del ajuste que provoca recesión, paro y deuda",positive
13409,@mgilguerrero sorprende que preocupe más un posible relevo en Tráfico que el terrorismo. Alucinante con las preguntas. ¿El nuevo periodismo?,positive
13410,En la reunión del Grupo Parlamentario Popular http://t.co/dfVFpEtx,positive
13411,"Esta noche al Hormiguero!Me apetece un poquillo de ""cachondeo""#palabrasarcaicas",positive
13412,"Las cifras de Rajoy: 15.000 millones autonómicos + 3.000 del Gobierno + 1.500 municipales + 5.000 de la SS. Suman 24.500 millones, no 20.000",positive
13413,Este es el especial en el que puedes seguir en EL PAÍS las elecciones de EEUU y ahora mismo las primarias republicanas http://t.co/Lroa6mkk,positive
13414,"La semana siguiente  lo mismo en las asambleas comarcales.  Después el congreso federal. Y así, con los cambios lógicos, desde hace 132 AÑOS",positive
13423,Recortan 200 millones de euros a la rtve. Mal camino después que el anterior gobierno les suprimiera 500 millones de publicidad.,negative
13424,Noooooooooooooooooooooooooooo,positive
13426,"Pues como jugemos como hoy, el Barça la semana que viene nos vuelve a ""canear"". Esperemos que no. Aupa Karim",negative
13427,"Un fuerte abrazo a @conchagcampoy, que va a disputar la batalla más importante de su vida. Mucho animo :-)",negative
13428,Entrevista completa al presidente @MarianoRajoy http://t.co/ObMm5Vk7 #interesante,negative
13429,"“@Anoukira: Así es, @Costa_Ant acabo de salir de la peli y @JoseMotatv hace un papelón! Buenísima!! Gracias por el  gracias a tí!!!!",negative
13430,“@Davirra: Con el culpable!! Gracias por esta gran noche y por esta gran película. #9enfilmaffinity :D http://t.co/LKWldYZj” gracias a ti.,positive
13431,"http://t.co/bJH4vI8Yaqui tenéis las fotos del primer concierto de Córdoba, muchas gracias @lya_cordoba por tanto arte.",positive
13432,Que viene insomnio? No!!!! Mañana a las 7!!!! #ohagoyogaoyanosequé,positive
13433,"Buenos días a todos, que tengáis un estupendo miércoles :-)",positive
13434,Me quedé corto: recorte d déficit no será d 30.000m sino mucho más. Pues sigue sin salirme el cómo lo harán con lo q falta q es muuucho.,positive
13435,Buenos días a todos! Así amanece Madrid: http://t.co/X42htewq,positive
13436,"Al menos 1muerto y 2heridos x la explosión d una bomba adosada a un coche en una plaza del norte de Teherán,cerca d la Universidad (PressTv)",positive
13437,Portada El País http://t.co/4g4z8h4p ...,positive
13438,Portada ABC http://t.co/iuwDa29J ...,positive
13439,Portada El Mundo http://t.co/UFmwPMA8 ...,positive
13440,Portada El Periódico http://t.co/Ouy9uNEZ ...,positive
13441,Empezamos!!! Hoy con los empresarios. En #losdesayunosdetve Arturo Fernandez vicepresidente de la CEOE.,positive
13443,"#ChacónenLaSER: ""No hacerle daño a mi partido es lo que me ha llevado a Reaccionar""",positive
13444,"#ChacónenLaSER : ""Me siento con capacidad y con equipo, no hay superman ni superwoman"".",positive
13445,Cuando la corrupción se convierte en nuestro peor enemigo - Dos Palabras http://t.co/mw8jkzmG vía @elconfidencial,positive
13446,Lo mas importante del viaje de Ahmadineyad a America Latina es los paises que NO ha visitado.@MoisesNaim,positive
13447,"Sí!!“@ester_font: @Buenafuente Espero que el día se porte bien contigo, que mañana voy a veros y tienes que estar fresco como una rosa!”",positive
13448,El ministro del Interior confirma su extraña cita con Zapatero. Todo muy normal,positive
13449,un buen trabajo...“@LaVanguardia: La NASA busca astronautas para ir a un asteroide http://t.co/o6kjfQLj”,positive
13451,"""@frec_digital: #Tusiquevales se dispara al 22% en el late y dobla a 'Viaje al Toledo...' de Antena 3 http://t.co/UsTY1A1f"" Ouyeah.",negative
13452,"Uuuuuuuys! Montoro pide a la Cámara que ""dejemos de lado la ideología"" ante la crisis... Danger",negative
13453,"El PSOE ,creador de la situación que vivimos, comienza diciendo que se dejó la piel luchando contra la crisis...",negative
13454,El PSOE pide q se haga lo que el no hizo en dos legislaturas..Y da lecciones de gobierno en las CCAA mientras la Cámara le espeta:Andalucía!,negative
13455,"Damasiado frío Alonso (PSOE) en sus críticas al #rajoynazo1 Parece un técnico, no un político.",positive
13456,Viendo el debate donde el presidente iba a dar la cara para explicar su subida de impuestos. ¡Qué cambiado está Rajoy! http://t.co/uO5mNPRD,positive
13457,"Empieza la degradación del debate, con la herencia recibida y el ' y tu más'. Montoro dice que el PSOE conocía el déficit.",positive
13458,"Lo que no explica Montoro, y es lo fundamental, es qué autonomías han incumplido y por cuánto. Y quién las gobierna.",positive
13460,Montoro clama ahora x una política de luces largas...y sigue con el rafa rafa de la pinderacion,negative
13461,"Montoro ""la situación está para que la política ponga las luces largas para salir de la crísis"" #Congreso",negative
13462,"Montoro, hace dos meses: ""Si subiéramos el IRPF tendríamos menos crecimiento y más paro, con eso se lo digo todo"" http://t.co/Zjk7ofA8",negative
13463,El Gobierno no ampliará el plazo para que sindicatos y empresarios lleguen a un acuerdo,negative
13464,Qué pasa de noche en las librerías? -- The Joy of Books http://t.co/YaTzfUyk vía @youtube,positive
13465,Cuando Montoro decía estas cosas ya sabía que el déficit era del 8%. Él mismo lo iba contando. http://t.co/Zjk7ofA8,positive
13466,"Alonso a Montoro ""no es manera de hacer las cosas, busquen consensos que conviertan en justo lo injusto"" #Congreso",positive
13467,El gobierno recuerda que no conocía el déficit antes de llegar al poder. El Psoe se defiende señalando que si lo sabían.,positive
13468,"Denuncia a la banca, la iglesia, la ley sinde, el escaso compromiso con el fraude, congelación del salario mínimo y funcionarios, rtve.",positive
13469,Hoy no le tiembla la mano. Ayer cueste lo que cueste. Y durante toda la crisis la austeridad hipócrita como ley del embudo y el rigor mortis,positive
13471,"Si los sondeos están en lo cierto, Griñán vivirá su particular Pasión -elecciones andaluzas- el 25 de marzo, poco antes de la Semana Santa",positive
13472,Esta es la mejor noticia q he leído hoy en la prensa.... http://t.co/g5O1a2Or,positive
13473,El día http://t.co/4Z4AMmZi,positive
13474,El debate sobre déficit publico es el viejo debate sobre cañones o mantequilla.,positive
13477,"El Congreso convalida, con los votos del PP, CiU y UPN, el primer ajuste de Rajoy - ABC.es http://t.co/6pmNfPK8 via @abc_es",positive
13478,Jornada con compañeros y nuestros concejales d Galapagos(Guadalajara) RT @jordid957:visita d @Albert_Rivera a Galapagos http://t.co/K7puPbVN,positive
13479,En el AVE con @JoseMotatv para ir a Barna. #palizon #señorasmayoresdegira #abuelas #desmadreenelgeriatrico,positive
13480,"Dorado (CGPJ) elogia la elección de Ruiz-Gallardón para Justicia frente al equipo ""tremendamente desleal"" de Caamaño http://t.co/IYpBGJ1F",positive
13481,".@MarianoRajoy visitará el próximo miércoles Marruecos en su primer viaje al extranjero"" http://t.co/lV25lohU via @elmundoes",positive
13482,No se puede utilizar la crisis como excusa para privatizar servicios públicos. Atacar a lo público es atacar a la democracia.,positive
13487,Alonso dice que en Andalucía no hay corrupción. Risas en el hemiciclo. @TelediarioInter 20:30,negative
13489,He publicado una foto nueva en Facebook http://t.co/YAFWtbVW,positive
13490,En @TDtarde @13television todos hemos estado de acuerdo en que los cargos públicos no estén mas de 8 años en el poder #acabarconlacorrupcion,positive
13491,RT @GeekIndignado: Los fotógrafos desafían a la censura en el Congreso con unas polémicas imágenes de Mariano Rajoy http://t.co/MsLKQvNe,positive
13492,"""QUIEN NO HA AFRONTADO LA ADVERSIDAD NO CONOCE SU PROPIA FUERZA""         http://t.co/Zo7IT1Y2",positive
13493,RT @anapastor_tve: RT @unicef_es: Queremos acabar con la #desnutrición infantil. ¿Nos ayudas? Envía DIA al 28028. Te necesitamos. #donaundia,positive
13494,que clamores? De Obama? “@EFEnoticias: EEUU recuerda diez años de Guantánamo entre clamores para su cierre inmediato #Guantánamo #EEUU”,positive
13495,Telmo Martín da el perfil para ministro de Vivienda (o de burbuja inmobilaria). http://t.co/M2IeN3jN,positive
13496,"Hubo un tiempo en que la capacidad profesional, el valor y la admiración no se medían por la Cuenta Corriente.",positive
13497,"España líder mundial de donantes, y el Hospital la Fe de Valencia, líder en trasplantes de hígado y corazón.... http://t.co/gEzBf4DR",negative
13498,"La constructora del diputado millonario, Telmo Martín, vendió viviendas VPO con sobreprecio y fue sancionada http://t.co/x4qqiRuS",negative
13499,"Los abogados repudian los #CIE para extranjeros, el sí de CiU a Rajoy y el desafío de Chacón a Rubalcaba.http://t.co/kAzDRh8y#portadaEPC",positive
13500,.@Leche_Lacturale El secreto del éxito es la constancia en el propósito. Disraeli,positive
13501,BUENAS NOCHES:-),positive
13502,"Rajoy&Duran apoyan subida d impuestos a todos ls españoles,justo lo contrario d lo que dijeron hace 2 meses antes dl #20N. #pepevergencia",negative
13503,Antonio Quero quiere ser tercera vía @PSOE entre @CarmeChacon2011 y @_Rubalcaba_ http://t.co/9s39yZAt Pedirá avales. Vinculado a @BasesenRed,negative
13504,http://t.co/yVq45LM7aquí podéis encontrar las fotos de mi segundo concierto en el gran teatro de Córdoba. @lya_cordoba y #Queco.,negative
13505,"Vaya público guapo el de Córdoba señores, gracias.  Y mañana tocamos en Cádiz, cantaré por primera ver en el gran teatro Falla, otro sueño",positive
13506,Portada El País http://t.co/H5DUHndT ...,positive
13507,Portada El Faro de Melilla http://t.co/CBRjsRKb ...,positive
13510,"Contra el descriterio : @TelediarioInter a las 3. Para saber lo q pasa y Xq. Para entender mejor la realidad, con argumentos valientes.",negative
13511,"@PalomaCervilla @@merceperello @@PalomaCervilla por supuesto, pero no creo que negarse a malgastar dinero sea equivocarse",negative
13512,"Desayunando con Gabriela Bravo, portavoz del CGPJ, en el Club Internacional de Prensa. La escuchan corresponsables extranjeros.",negative
13513,"Banesto muestra el camino: menos beneficios, más provisiones.http://mun.do/wDrm8q",positive
13514,"A las 13.30 estaré en la tertulia política d @mananascuatro con @mrtfernandez , colaboradores y equipazo.. ay las #CCAA!!",positive
13515,La adicción a Internet se caracteriza por una integración anormal de la materia blanca http://t.co/F6CN8vim,positive
13516,"RTVE.es mas de 14000000 usuarios en diciembre http://t.co/8yAHpegh ¡gracias en general y en especial,por vuestros comentarios en la Lotería!",positive
13517,"La solidaridad no es entre los asalariados, es d los que más tienen hacia el resto de la sociedad. La del Rajuste deja fuera a los más ricos",positive
13518,Vamos a por @HerreraenlaOnda !!!;),positive
13519,Elegir presidente de RTVE requiere 2/3 del Congreso. Conclusión: hasta q el PSOE no resuelva sus líos internos no habrá fumata blanca,positive
13520,Decir que un debate divide es como decir que la democracia divide.,positive
13522,Felicitaciones @delcastillogaby @ezeaguero !! Bienvenido Bauti a a la familia!!!,negative
13523,Q gustazo hablar con Ga Pelayo en @OndaCero_es !!;) en 3 minutos seguimos!!!,negative
13524,"“@Meandmyzelf: Muy vanal diría yo..es un tweet que no dice nada” En cambio el tuyo lo dice todo, darling. #VíaAnal",negative
13525,La semana q viene mas @OndaCero_es  @HerreraenlaOnda !! Q bien nos lo pasamos!! VIVA LA RADIO!!;),negative
13526,Me da penita quitarlo http://t.co/F2DKW50n,positive
13527,"Revista de Prensa (ABCPunto Radio, 12 de enero) http://t.co/pMLGi9fI",positive
13528,"La colocación de 10.000 millones de deuda a menor interés demuestra que, al menos para los mercados, la estrategia de Rajoy ha sido acertada",positive
13529,Alguien que tenga o venda ruedas aquí? Baratitas ....,positive
13530,"Para mi, escuchar a Ramoneda me sirve de referencia on #bananity http://t.co/q3a0LQvQ",positive
13531,"Mas!El ex alcalde de Los Barrios y la delegada de Cultura de la Junta, imputados por delito urbanístico"" http://t.co/ywIPSbAs via @elmundoes",positive
13532,"¿Qué tienen en común Angola, Georgia, Montenegro y la Comunidad Valenciana? Su deuda tiene la misma nota para Moody's http://t.co/VKwc6v7K",positive
13533,"Oye, me he tomado un vermú y me ha sentado fatal. #perocontento",positive
13534,;-))))) RT @EPAndalucia: Rajoy intervendrá el sábado en la convención del PP-A (@ppandaluz) en Málaga de cara al #25M - http://t.co/Ig8wjoCn,positive
13535,Rajoy intervendrá en la convención del PP-A en Málaga / El próximo sábado http://t.co/QE98ix4z vía @europapress_es,positive
13536,"A las 3 en @A3noticias, según Defensa, piratas somalíes atacan un buque de guerra español.  Un pirata muerto, y varios heridos",positive
13537,Y preguntamos en @13tv_AlDia : ¿engañó @marianorajoy a los votantes (impuestos) o engañó el @PSOE a los españoles (déficit)? @DHAM_13tv,positive
13538,Me voy a dar un paseito con este solazo y buen día que hace hoy!!estoy feliz!!??,positive
13539,Es lo q es: La Mancomunidad de la Axarquía ve una tomadura de pelo el decreto de Vivienda http://t.co/I2QW9mXn via @elmundoes,positive
13541,"“La renovación del PSOE es un problema de cambio intelectual, no generacional” | Rubalcaba: http://t.co/BuOgLwc5 via @AddThis",positive
13542,.@MarianoRajoy elige para #Malaga su primer gran acto público como presidente . SUR.es http://t.co/scHzF1KV vía @diario_sur,negative
13543,"Hoy m acompañan en @DHAM_13tv @Federicoquevedo @IdiazAyuso , Luis Solana, Pedro Sánchez, @mamengurru y Pablo Casado... a las 00h!",positive
13544,"En octubre celebraremos el II Fórum de los Archipiélagos, esperamos esta vez en Baleares a instituciones y empresas de Canarias...",positive
13545,Ese destino tendrá que forjarlo libremente cada generación de acuerdo con lo que en cada momento le parezca conveniente hacer,negative
13546,"Estupendo, si estoy hablamos “@JoseNicolas13: Notición! Nos avisa nuestro profesor de que ha concertado una visita a EM el 27 de Enero.",negative
13548,"#RbcbenValencia: ""El compromiso es lo que me trajo a la política"", y agradece su lucha contra la corrupción a Ángel Luna",positive
13549,"Oye, que @JoseMotatv está despierto. Es importante que ocurra ANTES de que metan el AVE en las cocheras.",negative
13550,“@elmerengonbcn: @David_Busta La jefa manda”COMO LO SABES!!! ???,negative
13551,"#RbcbenValencia ""No preguntaré a nadie donde milita, si es mayor, jóven o si lleva tiempo militando, preguntaré si tiene ideas para mejorar""",negative
13558,"Pues para finales de 2012 creo, pero os irE dando pequeños regalillos.. Jejeje. Y ya no puedo (cont) http://t.co/N7IdRDHh",positive
13559,RT @UNICEFORG: @AlejandroSanz ayudanos a difundir que un mundo sin psoriasis es posible la cura la (cont) http://t.co/YGEjBJMR,positive
13560,Adiós al maestro de humanidad: http://t.co/A37enFkr vía @diariodejerez,positive
13561,Ya vereis que si. Eso lo lleva Rocio.. Pero estoy seguro. Un besito RT @AmoresDeSanz: (cont) http://t.co/CVNNQyNg,negative
13562,"Bueno lo dicho, a fundir en un perfume menta y canela.",positive
13563,El soldado Bradley Manning se enfrentará al consejo de guerra  http://t.co/Uh2Y5tgv via @el_pais,positive
13565,“@TelediarioInter: Top Secret: El #PSOE de Andalucía despilfarra otros 90 millones de euros en subvenciones. http://t.co/aiWHNXRJ”,positive
13568,Indigna que Gobiernos UE no exijan cambio estatuto BCE para prestar directamente a Estados. Paro disparado y casino financiero a tope.,negative
13569,Que bien me lo he pasado esta noche en el espectáculo/ Que bé m'ho he passat!!!. Gràcies/ Gracias  #terratpack,negative
13570,Ojala te guste. Un beso. RT @thesevencluod: Vamos el décimo intento de Ke el Hermoso (cont) http://t.co/Ts7lw8K0,positive
13571,RT @FabyCorrea: @kismeofheartalw yeihhhh y se rumora que en el #CarnavaldeVeracru2012 estará la #chicadorada @PauRubio !!! sera ??,negative
13572,RT @Blank_isabel: @paurubio me encanta tu avatar!!! Se ve que es hermoso tu gordo!!! :),negative
13573,Hoy conoceremos datos definitivos de 2011 del padrón municipal. Datos provisionales INE:en España hay casi un 1% más de mujeres q de hombres,positive
13574,Portada ABC http://t.co/xvr80y0V ...,positive
13576,De cómo Ana Botella se convirtió en Delegada de Rajoy en Madrid http://t.co/tJ4nllkI,positive
13577,Creéis que hay o no choque de trenes entre Montoro y de Guindos? sus distintas posiciones sobre control cuentas regionales apuntan a que si,positive
13578,. @DiputacionMLG desbloquea obras por valor de 760.000 euros http://t.co/gf6890FZ @eliasbendodo,positive
13579,#FF RT @Manuel_Son_Goku: #FF para una chica buena persona muy malagueña del sur y además del @PPopular como es @mariviromero. Kissess!!,negative
13580,Rajoy pide ayuda a la UE. ¿Para los españoles? ¿Para evitar los recortes? No. Para la banca http://t.co/7t8oRLse,positive
13581,Nuevas imágenes del proceso eruptivo de ElHierro en la web IGN http://t.co/aok75AMN http://t.co/qCKXXRLo,positive
13582,"En pleno de convalidación decreto d recortes, dejamos propuestas: Pleno monográfico sobre empleo, mesa para nuevo modelo productivo...",positive
13583,"Montoro, a los consejeros del PP: ""El Gobierno no va a dejar que ninguna comunidad haga default (suspensión de pagos)"". http://t.co/kYdy4O6Y",positive
13584,Pero estamos convencidos d q @ToniCanto1 no querrá contribuir a ningún expolio y devolverá 130.000 euros al contribuyente valenciano. Seguro,positive
13585,"El martes, 17 de enero, sale a la calle mi primera novela: La trampa. Espero que os guste. Aquí tenéis la portada. http://t.co/WXxdIDaL",positive
13586,En la reunión de la Red de Ciudades Inteligentes que hoy se celebra en Logroño http://t.co/G97s1cpC,positive
13592,En Granada #masdigital:igualdad de oportunidades en el acceso a las nuevas tecnologías,positive
13593,La sentencia del caso Marta del Castillo es una VERGÜENZA #INDIGNADOSporsenteciaMarta,negative
13594,"La parte en la que rechaza condenar por ""daño a la integridad moral"" (callarse dónde está el cadáver) me parece la más endeble.",positive
13595,Paso a tutear desde @gacetadirecto,positive
13596,"El Gobierno recuerda a sindicatos y empresarios que ""el lunes acaba el plazo"" para alcanzar un acuerdo en la reforma laboral @servimedia",positive
13597,La Vicepresidenta dice que se cambiarán las leyes para reforzar la seguridad de los menores y no valora sentencia #martadelcastillo,positive
13598,"El Gobierno define el apoyo de CiU a sus recortes como ""el inicio de una deseable colaboración"" durante la legislatura @servimedia",negative
13599,Mucho RT @vacp5: #Elcambioandaluz : urgente y muy necesario http://t.co/C0SC1wKT vía @mariviromero,negative
13600,He apoyado la petición Pongamos fin al limbo de los Centros de Internamiento de Extranjeros - http://t.co/JmHwe52d,negative
13601,"La obra 'Yo, el heredero' inaugura la temporada de teatro del Auditorio de la @DiputacionMLG http://t.co/mekhQ2p1",negative
13602,"Arenas: ""Bajo ningún concepto Rajoy está vinculado por el 25M"" http://t.co/Jpg1hDn3",negative
13603,Terminando de comer con @sneijder101010 y su mujer @yolanthecabau en el Hotel Bulgari. Just finished eating at the Bulgari Hotel.,negative
13604,Toda mi admiración!!!“@PrimitalBros: @PaulaVazquezTV con un público como Vd. da gusto salir al escenario. Un beso #losmayordomosdeTheHole”,positive
13605,"Ya estoy sentada en el vuelo , Holanda me espera!",positive
13606,A la cola por las autonómicas RT @pedroj_ramirez Ya era hora. El Gobierno cambiará la ley para facilitar privatización http://t.co/hJJGhf2Z,positive
13607,Alguien pedía esto esta mañana y ahí va; Dixie Chicks con James Taylor:  http://t.co/OmamGjAI vía @youtube,positive
13608,@cesc4official ooooohhhhh moc moc. Ritaaaa ritaaaaaaaaaa...,positive
13609,"ja, ja!!! “@arturamonart: @Buenafuente ¡Te ha quedado una auténtica obra de arte!”",positive
13610,la canción Prayers For Rain de The Cure http://t.co/FmYz0IcS,negative
13611,"Acaba de llegar a #elcambioandaluz el Ministro de Hacienda y Administración Publica, Cristóbal Montoro http://t.co/jVzEJt2s",negative
13612,"Ah, y un #FF para @sgueina que es como la Circe de Homero: ""divina entre las diosas""",negative
13613,"Esta noche, a @24horas_rne, con mis amigos @JMPazosRoyo, Peridis e Iñigo Alfonso",positive
13614,El Alcalde de Córdoba @nietoppcordoba interviene en #elcambioandaluz http://t.co/XoDxwCk8,positive
13616,"Se llama ""sombra y luz"" me alegra que te guste RT @monsherrygirl: @AlejandroSanz  como se (cont) http://t.co/7H79Q6zw",positive
13617,Ahora comienza #elcambioandaluz de los jóvenes #conectaconelcambio ;-)) @nnggandalucia ;-)) http://t.co/C1tJ6B30,positive
13618,Jajaja.. Que chalao. RT @PARTISAN0: @AlejandroSanz te gusta el coche último modelo que me acabo de (cont) http://t.co/rYvY5zyO,positive
13619,"Los políticos tienen difícil superar al alcalde de Getafe, protagonista de un vídeo de adelgazamiento http://t.co/nJQVSzpC",positive
13620,"RT @REGALAMPANA: @AlejandroSanz por favor retwitea, apoyoamartadelcastillo.",positive
13621,Pedazo de musical#muyrecomendable#inclusoparanosabineros http://t.co/LwVSyTCB,negative
13622,“@earcos: @ristomejide tus libros deberían estar para Kindle...” @editorialespasa,negative
13623,"Comunicación política y redes sociales #elcambioandaluz @jotacarmona_es Evolución, Comunicación, Revolución http://t.co/MZU0wNtq",positive
13624,;-)) RT @JuandeVi: Con @mariviromero @mariafrances en el encuentro sobre comunicación política y redes sociales por @jotacarmona_es,positive
13625,"Buscamos cobrador del Frac, para que Iker Casillas pague sus deudas a los compañeros. Gracias.",positive
13626,Se confirma rebaja de raiting Francia e Italia. A la espera de q España reciba la llamada correspondiente. Solo Alemania tiene AAA,positive
13627,Malas noticias para zona Euro,positive
13628,Hizo buen Camerón huyendo de la euro cumbre antes de la debacle. Tenia razón es in pulso tripleA entre Alemania y gran bretaña,positive
13629,Me parece muy injusto la sentencia del juicio de marta del castillo,positive
13630,"“@Ghostface1993: La chispa de la vida es una cinta emocionante, seria y espectacular, todo el mundo debería verla por que es ÚNICA. gracias!",positive
13631,"Amigos, gracias por la increíble acogida. Da gusto hablar directamente con vosotros. #twitteradicto",negative
13632,Mucho RT @jcebreros20: @mariviromero urge #cambioandaluz ya esta bien,negative
13633,"Toda mi solidaridad con la familia d Marta del Castillo.Hoy ha sido un día duro para la mayoría de ciudadanos,impotentes ante la sentencia",positive
13634,pero si me acabo de comprar el 2!! “@BloombergNews: BREAKING: Apple iPad 3 production is said to have started this month $AAPL”,negative
13636,Hoy he conocido a @_danielmartin_ eres un crack!!! Lástima q solo he podido escuchar unas canciones http://t.co/WZv8KYSG,positive
13637,"Noche del viernes, casita,familia y película que mas se puede pedir...un abrazo a todos!!!:-)",negative
13638,Indignante la sentencia y todos los acontecimientos en torno al caso #MartadelCastillo La justicia NO ES IGUAL para todos.#cadenaperpetuaYA,positive
13639,El lunes toma posesión la nueva abogada general del Estado y otros altos cargos en el Ministerio de Justicia http://t.co/4u6n5AOU,positive
13640,"Si, era Audrey.Me encanta... http://t.co/77jb1vUb",negative
13641,Bdías. Estoy en Paris. La pérdida de la AAA de S&P cayó anoche como un jarro de agua fría sobre Francia. Sarko lo tiene mal en abril.,positive
13642,"""No son maneras"", post sobre cómo se está comportando cara al público el Gobierno Rajoy, Soraya y los demás ministros. ...",positive
13643,La buena noticia del día: se acaba d firmar el mayor contrato de España en el exterior: la construcción del AVE a La Meca (6.700 mill.euros),positive
13645,"Rajoy viaja en AVE para dar su primer discurso publico, en un mitin en Málaga. Un gesto: no va en el avión de presidente, sino en tren.",positive
13646,Con mi amigo @kataly91 direccion lanzarote!!!!! http://t.co/GyTGk6zB,positive
13647,"Recomiendo la copia digital, excelente proyección del Capitol.",negative
13648,S&P considera q el mero ejercicio de austeridad puede dificultar el crecimiento. Presiones para alargar plazos?,negative
13649,¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ? Historias del día por @natamateo,negative
13652,Está claro que con Marta del Castillo no se ha hecho justicia. Ni se ha condenado a los culpables ni se ha dado... http://t.co/kWAkcOr2,negative
13654,""" la formación será derecho individual de cada trabajador y vamos a mejorar la empleabilidad"" @fatimabanez #elcambioandaluz",positive
13655,""" #Andalucia fue la punta de lanza del cambio en 22 de Mayo y el 20 de Noviembre"" @marianorajoy #elcambioandaluz  http://t.co/WfUdeQiz",positive
13656,"Por favor, controlemos un poco las RTonterias... Gracias ;)",positive
13657,Rajoy dice en un mitin q reformará la Ley del Menor @todosconmarta,positive
13660,Me encanta esta foto ;-))))) #elcambioandaluz @marianorajoy @javierarenas_pp @eliasbendodo #elcambioandaluz  http://t.co/StCQWVz1,positive
13661,. @JavierArenas_pp la persona que lidera el cambio en #Andalucia #elcambioandaluz http://t.co/hbR3duvj vía @youtube,positive
13662,El mio tambien. ;) RT @AmoresDeSanz: @AlejandroSanz  es increible porque cada vez que hablas de (cont) http://t.co/lBMcvg2J,positive
13663,IGual para ti gUapa. RT @sanzlokeras: @AlejandroSanz yo no te pido ña!solo desearte un feliz sábado! Bss rosana,positive
13664,Ya estamos en el encuentro sobre accion política en redes sociales #elcambioandaluz . Gracias a todos por estar aquí  http://t.co/Hka5SKdn,positive
13665,Redistribuir la realidad. Al menos con la paradoja del futuro entrevisto. Ensayos de William Gibson http://t.co/lZ26X5e2,positive
13668,“@maria_urraco: @Edurnity Edurne!!! Ya tengo mi entrada para LA ÚLTIMA funcion de Grease!!! http://t.co/AGVzNq4v”,positive
13671,"Rematado para @Semanaldigital : ""El estilo Rajoy según la doctrina Lillo""... ¿es más importante jugar bien o hacer jugar bien a los tuyos?",negative
13673,Denuncia la vulneración de la legalidad internacional sobre persecución del genocidio por el TSupremo.,positive
13674,""" vamos un plan integral de conciliación para lograr la corresponsabilidad en el ámbito familiar"" @JuanMa_Moreno  http://t.co/spAzMgsz",positive
13675,"""El jabalí es el cerdo que defiende sus jamones"" via @GmezDeLaSerna // @JorgeBustos1 @iruizquintano",positive
